Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Glose - Juan José Saer.epub;Saer, Juan José;Glose;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Glose;Saer, Juan José
"Oeuvres Illustrees. 10, Le Capitaine Paul; Murat; Le Kent (Ed.1897) - Alexandre Dumas.epub";Alexandre Dumas;"Oeuvres Illustrees. 10, Le Capitaine Paul; Murat; Le Kent (Ed.1897)";120;CERTAIN;R5: Auteur contient des chiffres | R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;"Oeuvres Illustrees. 10, Le Capitaine Paul; Murat; Le Kent (Ed.1897)";Alexandre Dumas
élimination, L' - Rithy Panh & Christophe Bataille.epub;élimination, L';Rithy Panh & Christophe Bataille;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Rithy Panh & Christophe Bataille;élimination, L'
Descente en enfer (Suspense) (French Edition) - Preston, Douglas & CHILD, lincoln.epub;Preston, Douglas & CHILD, lincoln;Descente en enfer (Suspense) (French Edition);125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R8: Titre contient '&' entre noms | R10: Mots-clés de titres dans auteur;Descente en enfer (Suspense) (French Edition);Preston, Douglas & CHILD, lincoln
Dégringolade, Tome 1, La - Émile Gaboriau.epub;Gaboriau, Émile;Dégringolade, Tome 1, La;165;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R5: Auteur contient des chiffres | R10: Mots-clés de titres dans auteur;Dégringolade, Tome 1, La;Gaboriau, Émile
Peyrefitte,Alain [] C'était de Gaulle - Tome 3 (2000) french.zzz.epub;Peyrefitte,Alain;C'était de Gaulle - Tome 3;90;CERTAIN;R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;C'était de Gaulle - Tome 3;Peyrefitte,Alain
Dickens,Charles [] Paris et Londres en 1793 - Le marquis de Saint-Evremont (1859) french.zzz.epub;Dickens,Charles;Paris et Londres en 1793 - Le marquis de Saint-Evremont;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Paris et Londres en 1793 - Le marquis de Saint-Evremont;Dickens,Charles
The Flamingo Rising - Larry Baker.epub;Baker, Larry;The Flamingo Rising;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;The Flamingo Rising;Baker, Larry
Dans le scriptorium (Lettres anglo-américaines) (French Edition) - Paul Auster.epub;Auster, Paul;Dans le scriptorium (Lettres anglo-américaines) (French Edition);105;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Dans le scriptorium (Lettres anglo-américaines) (French Edition);Auster, Paul
Théâtre russe contemporain, Le - Zamiatine.epub;Zamiatine;Théâtre russe contemporain, Le;50;PROBABLE;R3: Auteur se termine par article défini;Théâtre russe contemporain, Le;Zamiatine
Promenade au phare, La - Virgina Woolf.epub;Woolf, Virgina;Promenade au phare, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Promenade au phare, La;Woolf, Virgina
Derrière la vitre - Robert Merle.epub;Merle, Robert;Derrière la vitre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Derrière la vitre;Merle, Robert
Après Maïda - Katharine Dion.epub;Dion, Katharine;Après Maïda;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Après Maïda;Dion, Katharine
_. Les sœurs Vatard_. - Joris-Karl Huysmans.epub;Huysmans, Joris-Karl;_. Les sœurs Vatard_.;90;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur;_. Les sœurs Vatard_.;Huysmans, Joris-Karl
Coup de filet, Le - Andrea Camilleri.epub;Andrea Camilleri;Coup de filet, Le;50;PROBABLE;R3: Auteur se termine par article défini;Coup de filet, Le;Andrea Camilleri
Pour toi Nicolas - James Patterson.epub;Patterson, James;Pour toi Nicolas;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pour toi Nicolas;Patterson, James
Ecrits pornographiques - Boris Vian.epub;Vian, Boris;Ecrits pornographiques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ecrits pornographiques;Vian, Boris
PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE - Michel Bakounine.epub;Bakounine, Michel;PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE;Bakounine, Michel
Aux pieds de la sirène - Al Frey.epub;Frey, Al;Aux pieds de la sirène;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Aux pieds de la sirène;Frey, Al
Futurs parfaits - Véronique Bizot.epub;Bizot, Véronique;Futurs parfaits;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Futurs parfaits;Bizot, Véronique
Demi-pensionnaire, La - Cauwelaert, Didier Van.epub;Demi-pensionnaire, La;Cauwelaert, Didier Van;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cauwelaert, Didier Van;Demi-pensionnaire, La
Ma Dévotion - Julia Kerninon.epub;Kerninon, Julia;Ma Dévotion;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ma Dévotion;Kerninon, Julia
Rupture de contrat - Harlan Coben.epub;Coben, Harlan;Rupture de contrat;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rupture de contrat;Coben, Harlan
Église. Comédie en cinq actes (French Edition), L' - Louis-Ferdinand Céline.epub;Louis-Ferdinand Céline;Église. Comédie en cinq actes (French Edition), L';105;CERTAIN;R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Église. Comédie en cinq actes (French Edition), L';Louis-Ferdinand Céline
Ceux qui tombent - Michael Connelly.epub;Connelly, Michael;Ceux qui tombent;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ceux qui tombent;Connelly, Michael
Église. Comédie en cinq actes, L' - Louis-Ferdinand Céline.epub;Louis-Ferdinand Céline;Église. Comédie en cinq actes, L';75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Église. Comédie en cinq actes, L';Louis-Ferdinand Céline
Profession Balance - Christopher Goffard.epub;Goffard, Christopher;Profession Balance;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Profession Balance;Goffard, Christopher
Rhum_ (_) - Blaise Cendrars.epub;Cendrars, Blaise;Rhum_ (_);90;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur;Rhum_ (_);Cendrars, Blaise
Heureuse ou presque - Isabelle Lortholary.epub;Lortholary, Isabelle;Heureuse ou presque;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Heureuse ou presque;Lortholary, Isabelle
Pike - Benjamin Whitmer.epub;Whitmer, Benjamin;Pike;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pike;Whitmer, Benjamin
Grant County 05 Sans foi ni loi - Karin Slaughter.epub;Slaughter, Karin;Grant County 05 Sans foi ni loi;110;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long;Grant County 05 Sans foi ni loi;Slaughter, Karin
Métropolice - Didier Daeninckx.epub;Daeninckx, Didier;Métropolice;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Métropolice;Daeninckx, Didier
Léonard et Gertrude - John Heinrich Pestalozzi.epub;Pestalozzi, John Heinrich;Léonard et Gertrude;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Léonard et Gertrude;Pestalozzi, John Heinrich
Virage à quatre-vingts - Henry Miller.epub;Miller, Henry;Virage à quatre-vingts;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Virage à quatre-vingts;Miller, Henry
Zoulheikha ouvre les yeux - Gouzel Iakhina.epub;Iakhina, Gouzel;Zoulheikha ouvre les yeux;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zoulheikha ouvre les yeux;Iakhina, Gouzel
Loup des Steppes, Le - Hermann Hesse & Juliette Pary.epub;Hermann Hesse & Juliette Pary;Loup des Steppes, Le;95;CERTAIN;R3: Auteur se termine par article défini | R8: Titre contient '&' entre noms;Loup des Steppes, Le;Hermann Hesse & Juliette Pary
The Girls - Emma Cline.epub;Cline, Emma;The Girls;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;The Girls;Cline, Emma
Croisade sans croix - Arthur Koestler.epub;Koestler, Arthur;Croisade sans croix;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Croisade sans croix;Koestler, Arthur
Baiser féroce - Roberto Saviano.epub;Saviano, Roberto;Baiser féroce;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Baiser féroce;Saviano, Roberto
EN CORPS INCONNU - GALVAN Béatrice.epub;Béatrice, GALVAN;EN CORPS INCONNU;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;EN CORPS INCONNU;Béatrice, GALVAN
Table-aux-Crevés, La - Marcel Aymé.epub;Aymé, Marcel;Table-aux-Crevés, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Table-aux-Crevés, La;Aymé, Marcel
Blosse, La Tentation de l'aventure - Werner Renfer.epub;Blosse, La Tentation de l'aventure;Renfer, Werner;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Renfer, Werner;Blosse, La Tentation de l'aventure
Vendredi, ou, Les limbes du Pacifique _. - Michel Tournier.epub;Tournier, Michel;Vendredi, ou, Les limbes du Pacifique _.;115;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long;Vendredi, ou, Les limbes du Pacifique _.;Tournier, Michel
Sailor et Lula - Barry Gifford.epub;Gifford, Barry;Sailor et Lula;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sailor et Lula;Gifford, Barry
Quartier général du bruit - Christophe Bataille.epub;Bataille, Christophe;Quartier général du bruit;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quartier général du bruit;Bataille, Christophe
À coups de pelle - Cynan Jones.epub;Jones, Cynan;À coups de pelle;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;À coups de pelle;Jones, Cynan
C'Est Egal - Agota Kristof.epub;Kristof, Agota;C'Est Egal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;C'Est Egal;Kristof, Agota
Vérité à la lumière de l'aube, La - Ernest Hemingway.epub;Hemingway, Ernest;Vérité à la lumière de l'aube, La;125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long;Vérité à la lumière de l'aube, La;Hemingway, Ernest
Domaine d’Arnheim, Le - Edgar Allan Poe.epub;Poe, Edgar Allan;Domaine d’Arnheim, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Domaine d’Arnheim, Le;Poe, Edgar Allan
Mornes saisons - Haruo Satô.epub;Satô, Haruo;Mornes saisons;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mornes saisons;Satô, Haruo
Piscine, les abeilles, la grossesse, La - Yôko Ogawa.epub;Ogawa, Yôko;Piscine, les abeilles, la grossesse, La;125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long;Piscine, les abeilles, la grossesse, La;Ogawa, Yôko
Corrosion - Jon Bassoff.epub;Bassoff, Jon;Corrosion;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Corrosion;Bassoff, Jon
rosier de Mme Husson, Le - Guy de Maupassant.epub;de Maupassant, Guy;rosier de Mme Husson, Le;50;PROBABLE;R3: Auteur se termine par article défini;rosier de Mme Husson, Le;de Maupassant, Guy
été, Un - Vincent Almendros.epub;été, Un;Almendros, Vincent;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Almendros, Vincent;été, Un
Dans la dèche au Royaume Enchanté - Cory Doctorow.epub;Doctorow, Cory;Dans la dèche au Royaume Enchanté;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dans la dèche au Royaume Enchanté;Doctorow, Cory
Douleur porte un costume de plumes (Cadre vert) (French Edition), La - Max Porter.epub;Porter, Max;Douleur porte un costume de plumes (Cadre vert) (French Edition), La;155;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Douleur porte un costume de plumes (Cadre vert) (French Edition), La;Porter, Max
Azteca - Gary Jennings.epub;Jennings, Gary;Azteca;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Azteca;Jennings, Gary
Lys et la Pourpre, Le - Robert Merle.epub;Merle, Robert;Lys et la Pourpre, Le;125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long;Lys et la Pourpre, Le;Merle, Robert
Gaspar Ruiz (Webster's Italian Thesaurus Edition) - Inc Icon Group International & Joseph Conrad.epub;Inc Icon Group International & Joseph Conrad;Gaspar Ruiz (Webster's Italian Thesaurus Edition);75;PROBABLE;R8: Titre contient '&' entre noms | R10: Mots-clés de titres dans auteur;Gaspar Ruiz (Webster's Italian Thesaurus Edition);Inc Icon Group International & Joseph Conrad
Barre-y-va, La - Maurice Leblanc.epub;Leblanc, Maurice;Barre-y-va, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Barre-y-va, La;Leblanc, Maurice
Trappeurs de l'Arkansas, Le - Gustave Aimard.epub;Aimard, Gustave;Trappeurs de l'Arkansas, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Trappeurs de l'Arkansas, Le;Aimard, Gustave
Dernière des Stanfield (French Edition), La - Marc Levy.epub;Levy, Marc;Dernière des Stanfield (French Edition), La;155;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Dernière des Stanfield (French Edition), La;Levy, Marc
vagabond qui passe sous une ombrelle trouée, Le - Jean d'Ormesson.epub;d'Ormesson, Jean;vagabond qui passe sous une ombrelle trouée, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;vagabond qui passe sous une ombrelle trouée, Le;d'Ormesson, Jean
Adieu sans fin - Wolfgang Hermann.epub;Hermann, Wolfgang;Adieu sans fin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Adieu sans fin;Hermann, Wolfgang
Triple assassinat au 147, rue La Fayette - Laure Marchand.epub;Laure Marchand;Triple assassinat au 147, rue La Fayette;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Triple assassinat au 147, rue La Fayette;Laure Marchand
Et on tuera tous les affreux - Boris Vian.epub;Vian, Boris;Et on tuera tous les affreux;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Et on tuera tous les affreux;Vian, Boris
Paradis éphémères à travers l'Orient - Donald Richie.epub;Richie, Donald;Paradis éphémères à travers l'Orient;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Paradis éphémères à travers l'Orient;Richie, Donald
Thérèse Raquin - Emile Zola.epub;Zola, Emile;Thérèse Raquin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Thérèse Raquin;Zola, Emile
2012 - La vérité sur l'affaire Harry Quebert (Goncourt des lycéens) - Prix Goncourt.epub;La Bayadère aux doigts meurtris ou le prochain prix Goncourt;Gautraie, La;50;PROBABLE;R3: Auteur se termine par article défini;Gautraie, La;La Bayadère aux doigts meurtris ou le prochain prix Goncourt
Triporteur, Le - René Fallet.epub;René Fallet;Triporteur, Le;80;PROBABLE;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet;Triporteur, Le;René Fallet
Manuel des servitudes, de la contiguïté et de la un appendice jusqu'au 1er octobre 1932 - Dalloz.epub;Dalloz;Manuel des servitudes, de la contiguïté et de la un appendice jusqu'au 1er octobre 1932;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Manuel des servitudes, de la contiguïté et de la un appendice jusqu'au 1er octobre 1932;Dalloz
Cirque passe, Un - Patrick Modiano.epub;Modiano, Patrick;Cirque passe, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cirque passe, Un;Modiano, Patrick
Methode de Musculation - Optimisation Turbo.epub;Turbo, Optimisation;Methode de Musculation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Methode de Musculation;Turbo, Optimisation
Minute, papillon ! (French Edition) - Aurélie VALOGNES.epub;VALOGNES, Aurélie;Minute, papillon ! (French Edition);95;CERTAIN;R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Minute, papillon ! (French Edition);VALOGNES, Aurélie
Démarcheur, Le - Éric Chevillard.epub;Chevillard, Éric;Démarcheur, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Démarcheur, Le;Chevillard, Éric
Fêtes galantes, La Bonne Chanson, précédés des Amies - Paul Verlaine.epub;Verlaine, Paul;Fêtes galantes, La Bonne Chanson, précédés des Amies;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Fêtes galantes, La Bonne Chanson, précédés des Amies;Verlaine, Paul
Phobies - Judith Kelman.epub;Kelman, Judith;Phobies;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Phobies;Kelman, Judith
En sifflotant - Shûsaku Endô.epub;Endô, Shûsaku;En sifflotant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En sifflotant;Endô, Shûsaku
Made in Trenton - Tadzio Koelb.epub;Koelb, Tadzio;Made in Trenton;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Made in Trenton;Koelb, Tadzio
Rude Hiver, Un - Queneau Raymond.epub;Raymond, Queneau;Rude Hiver, Un;90;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R2: Format 'Prénom, Nom' dans titre;Rude Hiver, Un;Raymond, Queneau
Succession, La - Dubois,Jean-Paul.epub;Succession, La;Dubois,Jean-Paul;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dubois,Jean-Paul;Succession, La
Celle que vous croyez - Camille Laurens.epub;Laurens, Camille;Celle que vous croyez;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Celle que vous croyez;Laurens, Camille
Nom de torero, Un - Luis Sepúlveda.epub;Sepúlveda, Luis;Nom de torero, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nom de torero, Un;Sepúlveda, Luis
Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les - Émile Verhaeren.epub;Verhaeren, Émile;Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les;125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long;Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les;Verhaeren, Émile
Ton coeur comme un poing - Sunil Yapa.epub;Yapa, Sunil;Ton coeur comme un poing;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Ton coeur comme un poing;Yapa, Sunil
Vacances d’un serial killer, Les - Nadine Monfils.epub;Monfils, Nadine;Vacances d’un serial killer, Les;125;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long;Vacances d’un serial killer, Les;Monfils, Nadine
Cette chose étrange en moi - Orhan Pamuk.epub;Pamuk, Orhan;Cette chose étrange en moi;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Cette chose étrange en moi;Pamuk, Orhan
Tokyo Express - Seichô Matsumoto.epub;Matsumoto, Seichô;Tokyo Express;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tokyo Express;Matsumoto, Seichô
Métaphore se déplace, La - Haruki Murakami.epub;Murakami, Haruki;Métaphore se déplace, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Métaphore se déplace, La;Murakami, Haruki
Makhno et sa juive - Joseph Kessel.epub;Kessel, Joseph;Makhno et sa juive;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Makhno et sa juive;Kessel, Joseph
Gens extraordinaires, Des - Joanna Russ.epub;Russ, Joanna;Gens extraordinaires, Des;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gens extraordinaires, Des;Russ, Joanna
Récits de ma grand'mère, Les - Melnikov-Petcherski.epub;Melnikov-Petcherski;Récits de ma grand'mère, Les;105;CERTAIN;R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Récits de ma grand'mère, Les;Melnikov-Petcherski
bourassa_napoleon_-_jacques_et_marie.epub;Jacques et Marie;Bourassa Napoleon;75;PROBABLE;R7: Titre ressemble à un nom complet | R8: Titre contient '&' entre noms;Bourassa Napoleon;Jacques et Marie
Coulez mes larmes, dit le policier - Philip K. Dick.epub;Dick, Philip K.;Coulez mes larmes, dit le policier;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Coulez mes larmes, dit le policier;Dick, Philip K.
Fenêtres de Manhattan - Antonio Muñoz Molina.epub;Molina, Antonio Muñoz;Fenêtres de Manhattan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fenêtres de Manhattan;Molina, Antonio Muñoz
Je suis une légende - Richard Matheson.epub;Matheson, Richard;Je suis une légende;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je suis une légende;Matheson, Richard
Voix Du Violon, La - Andrea Camilleri.epub;Andrea Camilleri;Voix Du Violon, La;50;PROBABLE;R3: Auteur se termine par article défini;Voix Du Violon, La;Andrea Camilleri
Mourir est un enchantement - Yasmine Chami.epub;Chami, Yasmine;Mourir est un enchantement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mourir est un enchantement;Chami, Yasmine
W ou Le souvenir d'enfance - Georges Perec.epub;Perec, Georges;W ou Le souvenir d'enfance;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;W ou Le souvenir d'enfance;Perec, Georges
Fallait pas commencer T2 - Jean Failler.epub;Failler, Jean;Fallait pas commencer T2;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Fallait pas commencer T2;Failler, Jean
Fils cherche père, si affinités - Maxime Landry.epub;Maxime Landry;Fils cherche père, si affinités;55;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long;Fils cherche père, si affinités;Maxime Landry
Decompression_ A Novel - Juli Zeh.epub;Zeh, Juli;Decompression_ A Novel;90;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur;Decompression_ A Novel;Zeh, Juli
Fils du diable – Tome I, Le - Paul Féval (père).epub;(père), Paul Féval;Fils du diable – Tome I, Le;80;PROBABLE;R3: Auteur se termine par article défini | R10: Mots-clés de titres dans auteur;Fils du diable – Tome I, Le;(père), Paul Féval
Américain bien tranquille, Un - Graham Greene.epub;Greene, Graham;Américain bien tranquille, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Américain bien tranquille, Un;Greene, Graham
Confrérie Des Chasseurs De Livres, La - Raphael Jerusalmy.epub;Jerusalmy, Raphael;Confrérie Des Chasseurs De Livres, La;155;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Confrérie Des Chasseurs De Livres, La;Jerusalmy, Raphael
Derniers récits - Oscar Huguenin.epub;Huguenin, Oscar;Derniers récits;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Derniers récits;Huguenin, Oscar
Chroniques du menteur - Boris Vian.epub;Vian, Boris;Chroniques du menteur;80;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R10: Mots-clés de titres dans auteur;Chroniques du menteur;Vian, Boris
Récif, Le - Bosco, Henri.epub;Récif, Le;Bosco, Henri;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bosco, Henri;Récif, Le
Iliade_ morceaux choisis, L' - Homère.epub;Homère;Iliade_ morceaux choisis, L';90;CERTAIN;R3: Auteur se termine par article défini | R6: Ponctuation inhabituelle dans auteur;Iliade_ morceaux choisis, L';Homère
Simmons,Dan [Les cantos d'Hypérion-06] Endymion - Tome 2 (1995) french.Alex.epub;Simmons,Dan;Endymion - Tome 2;65;PROBABLE;R5: Auteur contient des chiffres | R10: Mots-clés de titres dans auteur;Endymion - Tome 2;Simmons,Dan
"Gemmell,David A. [Drenaï-03] Waylander 3 ; le héros dans l'ombre (2000) french.zzz.epub";Gemmell,David A.;"Waylander 3 ; le héros dans l'ombre";60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;"Waylander 3 ; le héros dans l'ombre";Gemmell,David A.
Goupil à Margot, De - Louis Pergaud.epub;Pergaud, Louis;Goupil à Margot, De;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Goupil à Margot, De;Pergaud, Louis
Il Cobra - Frederick Forsyth.epub;Forsyth, Frederick;Il Cobra;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Il Cobra;Forsyth, Frederick
Coelho,Paulo [] Guerrier de lumière - Tome 3 (2008) french.feed.epub;Coelho,Paulo;Guerrier de lumière - Tome 3;90;CERTAIN;R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Guerrier de lumière - Tome 3;Coelho,Paulo
Hordes, Les - Jacques Zelde.epub;Zelde, Jacques;Hordes, Les;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Hordes, Les;Zelde, Jacques
Coran, Le - Deroche Francois.epub;Francois, Deroche;Coran, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Coran, Le;Francois, Deroche
Polémiques - Benoît Duteurtre.epub;Duteurtre, Benoît;Polémiques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Polémiques;Duteurtre, Benoît
Maltournée, La - T Combe.epub;Combe, T;Maltournée, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Maltournée, La;Combe, T
McWilliams,Judith [] Père avant tout ( Surprise, deux bébés !) (2005) french.zzz.epub;McWilliams,Judith;Père avant tout ( Surprise, deux bébés !);65;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long;Père avant tout ( Surprise, deux bébés !);McWilliams,Judith
Monastère oublié, Le - Steve Berry.epub;Berry, Steve;Monastère oublié, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Monastère oublié, Le;Berry, Steve
Roy Grace 04 Tu ne m'oublieras jamais - Peter James.epub;Peter James;Roy Grace 04 Tu ne m'oublieras jamais;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Roy Grace 04 Tu ne m'oublieras jamais;Peter James
Celui qui dansait sur les tombes - James Patterson.epub;Patterson, James;Celui qui dansait sur les tombes;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Celui qui dansait sur les tombes;Patterson, James
Reine Sanglante, La - Michel Zévaco.epub;Zévaco, Michel;Reine Sanglante, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Reine Sanglante, La;Zévaco, Michel
